1302;1302,4367
1303;4228
1305;2629
1306;1632,234,6327
1307;3294
1308;3626
130;1708,2253,2549,3095,4571,5154
1312;2711,5833
1314;6790
1317;3805
1319;5046,5809
131;1820,1848,1853,2776,325,328,3436,3933,4001,405,412,4725,4887,5041,5501,5716
1320;6776
1321;6534
1322;2143
1324;2957
1325;1312,4564,940
1328;6741
132;36,4868,562
1330;1557,6480
1332;115
1333;3241
1334;3152
13355;2621
1335;1935,3852,4837,5669
1337;2070
1338;4670
1339;4036,5021,742
133;1973,3209
1341;3753
1342;373,5249
1343;31
1344;4152
1345;5221,5490,739
1346;5614
1348;5927
134;3745,5216
1350;2033,5714,6731
1352;2001,5034,5134
1353;759
1354;3431,4889,67
1355;5263,6050
135;1158,1546,1811,2190,271,3096,4357,530,554,6817,6986,7109
1360;4225
1361;2394
1363;1063,745
1365;3181,3245,4745
1367;1122,379
1368;1245
136;1986,76
1371;3545,3973,5147,6374
1375;1614
1378;1003,1009,5521,6571
137;1504,3217,3222,5360,5365,680,723
1380;2337,4769
1381;6683
1382;3416,5048
1385;2763
1388;3663
138;1183,2878,2880,4235,6804,754
1390;876
1391;1319,3999
1392;4636
1394;2616,6022,6293
1395;6146
1396;5093
1398;2875
139;1779,2510,6140,730
13;1067,1287,1311,1384,1477,1486,1512,1676,1838,1856,1875,1907,1916,1962,1974,2011,2155,2237,2298,2529,2728,2749,308,3113,3128,3162,3175,3191,3239,3248,3253,3295,3501,3507,3575,3608,3703,3718,4092,4455,4496,4500,4593,4622,4709,4808,4841,505,5058,5061,5315,5518,5585,5701,5776,5795,6467,6485,6658,6671,6684,6775,868,910,943
1400;1624,4806
1401;5487,6441
14022;5804
1404;2698
1405;101
1406;4904
1407;973
1408;6256,74
140;6454,6673,686,6913
1410;1730,2371,6313
1411;1568,1619,1630,2721
1416;1631
1417;1006,1529,2821,6675
141;1685,1930,2179,2362,2680,3424,3938,4292,5583,5938,613,6195,6297,6655,7008,7160
1420;5508
14219;4986
1421;5045,87,978
1423;156
1424;5157
1425;6930
1427;1124,5207,5945
1428;3379
1429;3769
142;1179,1519,2435,4620,5539,5709,6763
1430;2810
1432;818
1433;6041
1434;6685
1435;6899
1437;2333,2684,5238
143;1411,2164,2276,3172,3812,5763,616,6270
1442;3714,4224
1444;6623,959
1446;2523,2758
1447;6962
1448;6259
144;1318,23,318,3439,5733,6165,6393
1450;2677,2683,4320,4739,947
1453;225
1454;2450,6886
1455;747
1456;5262,5292
1457;1984
1459;5839
145;3137,4979,6112,954
1460;1622,6789,700
1461;4720
1464;2594,5819
1465;1627
1467;5494
146;1442,1942,3624,3654,3748,4172,5,610
1470;1623,83
1472;4029,4629
1473;5547,6017
1474;2009
1475;6151
1476;1073,1726,5503
1477;2419
1478;5836
147;2524,342,4481
1480;4579
1481;4517
1483;4447
1485;1625
1486;2804
1487;343
148;1485,1553,1781,3937,444,5579,5588,5880,5984,5994
1492;1558,7141
1493;2335
1496;1612
1497;1232,5181,6099
1498;6629
1499;1786
149;5195,5388
14;1427,155,1890,1908,2097,2296,2308,2688,2744,2953,2967,3062,3306,3364,3374,3474,350,3567,3709,410,4246,4309,4322,4678,4829,4892,5383,5389,5676,579,6095,7173,7179
1500;3033,4398,5090,6037,6470
1502;2319
1503;3475,4268,5213,5492
1504;1199
1506;207
1508;2542,711
1509;1002,1005,5881,6572
150;2220,2280,2845,2866,3032,3088,3273,4250
1510;5658
1511;245
1512;235
1513;1141
1514;301
1515;295,4740,764
1516;283,371
1519;3867
151;1956,2188,2294,2969,3670,428,4691,4711,4793,5109,5870,6278,6323,778,874
1520;263,4016
1521;1301
1522;2330
1529;1541,6023
152;2099,2241,3256,3552,3820,69
1530;4881
1531;2604
1533;6471
1535;1044,6142
1536;3592,3845
1538;2663
1539;5148,5793
153;3383,3542,4852
1540;3813
1543;5275
1545;1048,5142,5553
1548;1539
1549;363,732
154;1407,2118,2716,2988,3103,4068,4284,5374,663
1552;903
1555;2513,4742,5243,6384
1558;1413,5971,7113
1559;2448
155;2512,463,5104,5339
1560;7143
1562;268
1563;3625
1568;763
156;1033,1462,1599,6395,7042
1570;2106,4114
1571;6081
1572;1000,1578,3167,5569,6767
1573;6760
1574;6294,7099
1575;1964
1576;84
157;1204,1260,1361,2142,334,369,4867,5871,5902,6321,713
1580;6922
1581;2126,5903,6292
1582;1136
1584;2859
1585;1621,3205,6087
1586;3614
1587;4306
158;578
1591;2341
1594;5203,6389
1595;4318
159;473,483,4830,5682
15;1412,144,1449,1682,1697,1704,1741,1887,1889,1923,1940,2034,2095,2212,2227,2245,2304,2437,2444,2753,2899,2974,3089,3118,3192,3214,3297,3304,3393,3711,3972,4485,4585,4617,464,4673,4680,4832,4872,4917,5313,5387,5544,6064,6090,6364,6960,934
1600;2844,6422
1601;383,5466
1602;5270
1603;6092
1604;2318
1605;4192,4948
160;1371,181,187,2357,3039,338,4519,4527,5314,6111,650,6692,6988,7183
1610;2780
1611;4783
1614;1086,230
1617;5255
161;1061,1119,1489,2199,3855,3885,457,4795,6498
1620;1296,5574
1621;1024
1624;2847,34,3739,4418
1625;3183
1626;3770
1628;2076
1629;5266
162;1227,3369,4765,5358,5369,5428
1630;1012,2439
1631;4880
1633;4256
1635;122
1636;3876
1639;5401
163;1653,3658,481,6839
1642;5265
1645;1528
1646;2445,5465
1647;4319,6715
1649;352,4925
164;1021,1256,139,1752,1789,1854,1954,2582,3662,3678,5274,5677,6495,6587,7075,731
1650;6416
1651;5277
1653;165,88
1657;280
165;3928,5760,5855,6473,6966,9
1660;4690
1661;3834
1663;4423
1667;3418
1668;2129
166;3619,3649,380,5364
1670;6513,6555
1671;1138
1672;1996
1673;384,4721
1674;1629
1675;2781
1676;4637,6565
1679;6874
167;106,1833,2279,2504,2852,3389,340,4525,4888,6388
1682;1212
1684;2861
1686;1280,231
168;3946
1690;2782
169;2727,6376
16;1049,1206,1214,1659,1724,1725,1754,1849,1885,2091,219,2299,2424,2467,2719,2730,2860,2879,2991,3091,3197,331,3661,3720,402,4132,4258,4518,4619,4677,4681,4794,5477,5665,5671,5734,5951,607,6232,6304,708,920,932
1700;3921
1703;765
1706;7090,981
1708;1600,2557
1709;5792,80
170;1655,2348,2742,2894,3555,4081,4537,605,628,6560,7076,7111
1711;2840
1712;178
1713;4883
1714;2555
1715;1112,3349
1716;3282,6955
171;1228,16,3284,5815,6280,6649,6852,6917
1720;5846,6892,842
1722;2505,6149
1723;4448,5288
1724;4900
1725;2522
1726;3669,945
1729;4778,5092
172;191,1943,2789,5352,728
1732;6766,7072
173;2344,3602,4196,512,5827,7148
1740;2005
1742;1161,2962
1743;791
1744;4414
1747;6243
1748;5205
1749;4374,6952
174;2461,2668,2892,3051,4051,4169,5475,564,5894,6143,648
1751;6889
1758;1646
1759;5421
175;2083,3024,4183,5924
1761;2433
1762;2405
1765;4071,989
1766;740
1768;5559
176;2158,6477
1771;3104
1772;4277
1775;98
1776;3903
1778;213
177;1075,1223,1459,1641,2598,2811,3195,5280,5656,5890
1783;6609
1784;2483
1785;6380
1788;2454,972
1789;126,1686,3112,3476
178;2481,2590,3355,506
1791;3498,4441
1792;5006
1797;5462
1799;123,5164
179;1497,3708,418,6533
17;1321,1434,1520,1893,1952,2037,2217,3330,3450,3510,3604,4124,439,4410,4507,5007,535,5367,5749,581,602,6085,619,6511,6548,694
1800;4337
1801;1004,6157
1804;3889
1805;1597,6290
1806;2478
1808;160,6302
180;1584,201,2724,4138,4789,5474,5889,6332,7142
1813;2012
1814;1977
1815;3169,5504
1817;4387
1818;393
181;5059,682,75
1822;1674,768
1824;1941
1827;6932
182;1145,1663
1831;1651,2921
1833;2407
1836;5215,5422
1837;6660
183;1457,349,6680
1843;4642
1844;2506
1847;2338,242,4393
1848;1139
184;2275,300,381,4535,4601,4710,4819,5242,5686,6104,7012,7103
1850;2846,6811
1853;886
1857;374
185;1559,2111
1860;1189,4667,922
1862;6968
1864;1763
1867;2449
186;4570,871
1870;2018,3591
1873;102,5469
1875;3029
187;1585,224,2521,2671,317,5458,5666,758
1881;6942
1886;3145
1887;5259
188;2488,6004,6882,718
1890;1043
1891;5675
1892;89
1893;6366,6390
1894;119
1895;1626
1896;362
1898;7044
189;2287,2360,2832,4391
18;1286,1424,1494,1871,1901,2175,2317,2462,2547,2554,2990,3076,3093,3122,3146,3278,3509,3558,3992,4009,409,4090,4453,4486,4581,5269,5323,5540,5670,5700,5985,6381,7184
1900;1040
1903;372,5023
1905;51,6923
1907;1566
1908;7045
1909;1784
190;1254,4073,508,5403,5493,5794,5878,6990
1910;1252
1911;2834
1912;196
1914;841
1915;6754
1916;382
1919;3488,6317
191;3464,4611,672,6948
1922;6530
1927;1140
1929;867
192;3213,3247,3842,4906,6013,6439
1930;311,6024,6944
193;1548,2345,2425,4212,5409,5434,6379,6627
1942;2855
1946;7078
1947;375
1949;5957
194;1376,1803,303,3735,4435,4695,5744,668,691
1950;774
1953;3496,5803,6723
1954;3319
1958;2336
1959;2854,385
195;1324,174,6215,6961
1966;358
1968;2503,3888,5396
1969;942
196;2132,4255
197;1205,1317,1843,2679,3728,4368,4801,5336,5616
1980;4741
1982;3440
1985;5294
1986;5300
1987;3557
1989;1535
198;3843,3890
1996;2851
1998;1194,2431
1999;5260
199;3228,5993,6183
19;1438,1806,1863,1891,2059,2209,2218,243,2536,2609,291,3056,3119,3138,3502,3971,4269,459,4821,499,5112,5126,533,5351,5449,6,6014,6055,6248,6585,912
1;3832,5166,5432,5812,5875,589,6189,6193
2000;5522,5905,6096,6213,6865
2001;1675,5575
2008;5341
200;1114,1555,1615,2813,2981,299,3675,4805,5074,6198,677,6835,6974
2010;6521
2012;6742
2013;2961
2018;2500
201;5246
2020;2140
2021;1830,2015
2024;1281
2025;150,2401
2026;1209
2029;5145
202;1666,2343,3564,498,566
2031;1190,5818
2038;6556
203;1234,1235,125,1419,1831,1836,2370,2872,4229,4429,897
2040;2079
2041;5204
2042;2678
2044;6074,762
2049;2010
204;1225,1433,2613,638
2050;6446
2051;3220
2054;647
2058;2761
2059;1425
205;2247,246
2060;1598,2596,2722
2061;7011
2062;4552
2064;5587
206;2087,3227,4913
2073;267
2074;4348
2075;865
2076;1032
2077;3750,4645
207;1325,2535,4310,4329,5876,5949,5973,6829,6834,7073
2080;6314
2082;7017
2085;6396
2086;5343
208;1224,5900
2092;5070
2096;1306
2097;4580
209;1031,1284,4512,4728,5659
20;1113,1664,1687,1723,1800,1969,1994,2,208,2207,2229,2363,2553,2746,286,2864,2904,2946,3011,3018,3022,3037,304,3043,3074,3132,3232,3763,3826,3853,3901,4101,420,4513,4618,4692,4781,4792,4918,5032,5121,5127,5155,525,5382,5384,5523,5567,5808,5887,5970,5978,6197,6227,6672,6679,6818,6822,6823,846,905,911,919
2100;378,3917,4133,5968
2102;5054
2106;136,4356
210;1846,1859,261,4061,41,4300,6793,7125
2112;2631
2113;1446
2117;6414
2119;7064
211;5140,95
2120;2480
2122;4639
2123;4715
2125;3187
2126;1560,1995
2129;2526,6455
212;3473,4421,4893
2131;6888
2132;214,2386
2133;5688
2135;787
2139;1017,6718
213;2196,3231,3336,3377,4290,4467,5476,6030,6616,7105
2140;6971
2141;5139
2142;5051
2143;4375
2145;2687
2146;2408,6714
2148;2896,48
214;2213,5743,6591
2150;6871
2151;2002
2153;1948
2156;2473
2157;4354
2158;939
215;127,1461,2147,3327,4186,527
2165;3767
2167;1415
2169;3155
2170;2446,276
2171;4760
2173;7018
217;2443,3159,3265,5159,5397,5879,6160,664
2180;6815
2181;3652
2182;2180
2184;2760
2188;5201
2189;6980
218;1342,4729,571,6802
2191;2455
2193;5914,85
2195;121
2198;6365
219;1068,1367,2487,3560,3643,413
21;151,197,2210,250,251,3100,3114,3151,3276,3478,3505,3631,4022,4835,5082,5094,5106,5598,5674,6171,6264,637,6405,719
2200;6544
2201;6387
2202;164
2205;5177,6058
220;1334,1917,323,4069,484,5331,5552,6916
2216;4450
2219;6757
221;3866,4079
2220;2084
2221;1018,6666
2224;2820
222;6338
2230;5520
2231;391
2234;2757
223;2561,3738,4238,5814,5976,6664
2240;2086,6864
2241;1573,6457
2247;3949,5679
224;2705,54,727
2250;6207
2251;1669
2254;5651
2255;114
225;6749
2261;4551
2264;1570,5826
2265;220
2267;171
2269;6993
226;548,550,816
2272;2779
2277;81
2278;3904
227;2520
2280;167
2283;3274
2284;3909
2286;5443
2287;4304
228;1591,6900
2293;5524,5605
2296;1121,4392
2297;1187
2298;44
229;1991,2358,6065,7178
22;1447,1792,1957,2008,2056,2182,2548,2608,2743,285,2865,3109,3198,3517,3635,3712,3829,4162,4506,465,5163,5372,6904,7115,899
2300;6669
2302;1178,5227
230;1163,2347,3147,4023,5975,6079,673,7084,7104,7181,736
2310;2327
2312;2065,3296
2313;1680,202,6722
2314;6866
2315;1642
2317;175
231;545,569
2320;6411
2328;2342
232;117,3300,3321,4594
2334;2391
233;1201,3356,4825,4937
2349;5717
234;2191,3549,4166,6808
2350;3219
2351;204,6668
2352;166
2356;1695
2359;6764
235;2704,4260
2363;2014
2364;5425
2368;2460
236;1895,2952,3342,4437,5450,6147,6637,695,770
2373;49
2376;2469,3251
2377;6299
237;2736,643,687
2381;3965
2385;6352
238;154,1639,500,5936
2393;1137
2395;2081,4938
239;1507,2701,4,6552,7083
23;1479,1776,1926,1932,1934,2031,2195,2224,2278,2310,2392,2734,2856,3058,3127,3174,326,3519,3563,359,3645,3692,3700,3967,406,4287,4297,4532,4545,4607,4768,4786,4836,4945,5053,5119,5198,5478,5578,5642,5702,6133,615,6600,6984,893
2400;3922,844
2405;1198
2407;5444
240;1210,1702,3490,4738,4767,501,5786,6847,6860
2413;2426,6726
2414;2026
2415;4020
2417;6707
241;1428,3512,3605,4609
2423;821
2428;1253
242;2314,3350,593,6597
2431;5506
2434;4785
2435;4839
2436;3671
2438;1007
243;1736,5965,6033,7175,928
2447;5485
244;111,2772,574,5901,6068
2450;2430,3023,6638
2451;4298
2457;5133,5337
2458;5299
2459;2432
245;1243,2706,3400,744
2461;3448,5967
2462;1177
2464;5497,6239,882
2467;1749
246;2373,310,3725,4743,5877,6285,6465,7039
2470;2329,5184
2472;2416,5531
2473;2404
2477;7060
247;1575,5915,5988,601
2480;957
2485;2085
2487;2838
2492;5830
2494;4578
2496;5050
2498;5033
249;1842,2565,4463,522,5680,5843,6678
24;1070,1191,13,1408,1581,1888,2908,3255,3271,3444,3469,3612,3808,4213,4592,4980,5008,5376,5608,5654,5858,5982,612,6512,6636,6898,715,753
2500;3918
2504;4377
250;1038,1200,2652,4189,4671,4736,6347,6497
2510;239
2513;4289
251;10,2494,3935,4698,5089
2525;5099,5920
2529;5617,6736
252;143,461,4755,632
2530;2006
253;2562,2971,4714
2540;222,2884
2543;3534
2546;5496
2549;7063
254;3307,6958,7139
2551;2016
2555;2082,988
2556;3713
255;5944
2567;200
2568;6059
2569;1015,2387
256;1374,2496,2948,3574,3724,3991,4874,53,7138
2575;2818,3157,5838
257;1357,3717,474,5981
2580;7051
2581;1656
2582;1092
2583;5297
2588;5118
2589;2397
258;260,3390
2591;3385
2592;5293
2594;4386
2595;1203,38
2596;6978
2597;6778
259;1257,1588,2208,329,415,5081,6170
25;1036,1473,1643,1758,1816,2231,3299,3940,4219,4471,4494,4598,4610,5322,560,606,626,6328,6417,644,6440
2600;2659,46,6206
2604;786
2606;1250
2608;6647
2610;2490
2613;6322
2618;631
261;4425
2620;4651
2621;2361
2625;1208
262;1701,1801,1827,2313,324,3372,3441,4065,4984,5001,5211,5977,6222
2630;4408
2631;2482,6026
263;1125,1665,6653
2640;2537
2641;4560
2643;3417
2647;43
2648;772
2649;6326
264;2420,3050,3990,5829
2650;5107
2653;1636
2655;2498
2656;6245
265;1310,1460,4911,5737,7009,766
2661;221,4227
2663;2057
2667;6372
266;1399,1596,2791,2916,3771,4030,517,7116
2671;3326
267;2456,4351,467,480,5373
2680;185
2683;1395
2686;1960
2687;1634
268;2366,2837,3970,462
2690;830
2691;2116
2697;4226,633
269;1331,4303,5326,5534
26;1056,1283,1418,1796,1813,1835,1876,1998,2022,2171,2234,2411,2519,256,2633,2675,289,3236,3375,3392,3427,3487,3756,4112,4312,4378,4493,4627,4693,4812,4847,5228,5286,529,536,541,5591,5607,5780,5888,6286,6579,6777,757,917
2700;4359
2703;5083
2704;3343
2707;7059
2708;6356
270;1819,1946,3723,5407,549,6953,799,93
2712;2950
2715;2406
2717;6752
271;2128,2150,5377,5987
2720;937
272;1382,1810,2464,332,521,558,5606
2731;1275
2739;6814
273;2203,567,6510
2740;4111
2743;1980
274;1170
2750;6219
275;3884,6576
2762;6306
2766;6780
2767;1637
276;1046,1688,2402,4663,6080,7098
2774;2383
2776;1211,4288
2777;4401
277;2588,3477,495
2780;5746
2782;843
2788;2325
2789;955
278;1172,2381,870
2790;6025
2793;5956
2795;1652,2451
2798;3021
279;238,2492,2816,3895
27;1403,1409,1975,2215,2307,3036,3594,3761,4257,476,5057,5316,5593,6588
2800;4567
2801;5271
2803;2020
280;2805,3333,4502,617
2812;4689
281;2192,2587,7038
2822;3467
2828;1648
2829;4271
282;138,218,2666,3126,4814
2835;4451
2838;3731
283;141,470,640,8
2840;2007
284;3049,553
2857;4724
285;1159,1197,3639,5865,6483,7058
2863;4688
286;1500,460,555,7171
2871;3279,3433
2875;5239
287;1375,2486,294,4641,5214
2884;3664
2885;3335,4042
2887;6368
288;2973,556,6169
2890;4966
2891;3281
2897;4445
289;1176,1513,233,3045,4129,4223,5108,5762,6902,6915
28;1288,1552,2135,2165,2428,2739,2910,3086,3344,3795,3827,4614,4903,5151,646,6670
2900;4809
2904;6646,962
2908;6727
290;1169,1378,2474,493
2910;4764
2912;6681
291;1343,1348,4384,4621,5055
2920;6567
2925;5399,6695,860
2927;1668,2762
292;2560,398,449,4603,7106
2932;1148
2938;2713
293;5500,57
2940;4790
2941;3819
2943;5770
2945;5096,7161
2948;3729
294;1102,1517,1777,2528,3659,5371,6083
295;1218,1454,1858,2250,229,2691,355,396,4302,475,4946,5338,780
2963;6721
2968;112
296;3432,6606,751
2977;3874
2979;4650
297;1182,1379,1604,2242,3504,4037,4817
2980;807
2985;6919
2988;2414
2989;2442
298;2149,2184,4412,5789
2996;3600
2999;2584
299;1168,1372,485,5116,5330,6998
29;1516,1712,2740,2747,3098,3135,3144,3437,3873,4076,4244,4342,4472,4606,4697,5356,563,5896,6305,641,654,7026,915,921
2;3196,3546,3966,5707,5732,5911,6361
3000;2954,3016,5849
3002;4640
3006;5095
3008;2050
300;1562,3025,3312,4771,4833,4895,5468,5856,625,6599,6925,7112
3010;4557
3011;3958
3012;6324,985
3016;1645
3018;7022
3019;2351
301;2674,5463,5464,6964
3020;1743
3021;1823
3025;2499
3026;1661,7015
3029;5507
302;1196,1346,341,4234,5220,6108,6120
303;2249
3043;52
3048;116
304;2527
3050;6461
3055;6061
3057;2398
305;2669,2699,5884,61,6559,6689,7110,7137
3065;2447
3069;802
306;2657,4547,519
3071;6738
307;6542
3080;3854
3082;163
3083;6607
3084;6639
3085;161
3088;4851
308;1572,2378,353,3710,661,669,681
3093;858
3094;2497
3099;2334
309;1401,6492,760
30;1094,147,1773,1798,2019,2193,2862,2909,2955,2958,2978,3492,3571,3822,4097,4249,4458,4473,4510,4823,5015,520,5391,5393,5408,5683,5854,5925,6240,6268,6592,6654,6661,900,91,951
3100;3031,3751,4275,4957
310;3323,5895,5954
3115;5131,6693
311;1594,2222,2800,2887,3263,4103,452
3123;6735
3125;1635
3126;6062
3127;4469
312;1396,3017,309,3494,389,4024,5060,7006
3130;5530
3132;2614
3133;3280
313;1333,1351,2243
3144;5117
314;1611,5390
3156;3897
3158;5681
315;4548,6400
3162;2576
3165;4822
3167;6501
316;7132
3176;210
3179;6392
3183;2133
3185;1650
318;2690,6159,6651,6759
3198;6779
319;596,6060
31;1037,1514,1809,2166,3500,3943,4027,4156,4366,4509,4827,4926,528,5312,5363,6056,652,7053,7147
3204;3838
3205;7162
3206;1976,3950
320;3495,3556,3736,4744,4863,6377,6491
3210;5170
3218;1276
321;544,6432,6861
3228;1828
322;1456,2913,322,3453,6469
3231;4554
323;2421,436,6261,7134
3241;6152
3244;130
3245;223
324;1101,2863,679
3250;1660,5909,779
325;1120,1349,1365,1577,2769,3615,4508,502,5704,7107
3263;4035
326;1186,20,4167
3276;3406,5498
327;3438,4597,466
3281;2944
3282;3606
3283;855
3287;4479
3289;2123,857
328;1242,1802,1860,2532,2682,4323,4664,5461,5886,6358,6402,6724
3292;5491
3294;1718
3295;3378,5111
3297;5295
3299;859
