alta airport;624
altai airport;4960
altamira airport;2434
altenburg-nobitz airport;316
altoona blair county airport;3475
altus air force base;3416
alula airport;4340
alverca airport;1571
alès-deaux airport;1320
am timan airport;5508
amable calle gutierrez airport;2548
amado nervo national airport;1743
amakusa airport;5597
amami airport;2215
amapá airport;2390
amarais airport;5341
amasya merzifon airport;1646
ambalabe airport;913
ambanja airport;4291
ambatondrazaka airport;4289
ambilobe airport;904
ambler airport;5362
amborovy airport;907
amboseli airport;4347
ambri airport;6152
ambérieu air base (ba 278);1404
amderma airport;4709
ameland airport;5751
amendola air base;1457
americana airport;6396
amiens-glisy airport;1224
amigdhaleon airport;1419
amlikon glider airport;5147
amman-marka international airport;2082
amos magny airport;6868
ampampamena airport;914
ampara airport;2866
amsterdam airport schiphol;575
amílcar cabral international airport;1075
anaa airport;1903
anaco airport;2673
anadolu airport;5118
anahim lake airport;4134
anaktuvuk pass airport;5054
analalava airport;906
anapa vityazevo airport;4051
ancenis airport;1267
ancona falconara airport;4018
andahuaylas airport;2645
andapa airport;903
andernos les bains airport;5040
andersen air force base;2148
anderson regional airport;3250
anderstorp airport;693
andi jemma airport;3662
andizhan airport;4740
andrau airpark;6420
andravida air base;1406
andrews air force base;3333
andros town airport;1864
andrés miguel salazar marcano airport;2696
anduki airport;5027
andøya airport;623
aneityum airport;4541
angads airport;1044
angel albino corzo international airport;1786
angel s adami airport;2668
angelina county airport;3432
angers-loire airport;4435
anglesey airport;4247
angoon seaplane base;5348
angoulême-brie-champniers airport;1240
angra dos reis airport;6773
aniak airport;4589
anisakan airport;3016
aniwa airport;4542
ankang wulipu airport;4952
ankavandra airport;4283
ankeny regional airport;5267
anklam airport;331
ann airport;3015
ann arbor municipal airport;6343
annaba airport;219
annai airport;5463
annecy-haute-savoie-mont blanc airport;1301
annemasse airport;1296
annette island airport;3261
anniston metropolitan airport;3269
anoka county-blaine arpt(janes field) airport;6274
anqing tianzhushan airport;5014
ansbach-petersdorf airport;6374
anshan air base;6566
anshun huangguoshu airport;6570
antalya international airport;1641
antoine de st exupery airport;4631
antonio b. won pat international airport;2149
antonio maceo international airport;1842
antonio narino airport;2602
antonio nery juarbe pol airport;5198
antonio roldan betancourt airport;2586
antsalova airport;4282
antsirabato airport;905
antsirabe airport;6220
antwerp international airport (deurne);297
anuradhapura air force base;2863
anvik airport;5055
aomori airport;2238
aosta airport;4441
apalachicola regional airport;5970
apataki airport;4515
apoteri airport;5464
appleton international airport;3804
aqaba king hussein international airport;2083
arad international airport;1601
araguaína airport;5488
arak airport;2048
arandis airport;6923
aransas county airport;5858
arapiraca airport;6794
arar domestic airport;2012
araracuara airport;5080
araraquara airport;2391
ararat airport;7123
araxos airport;1435
araçatuba airport;2394
arba minch airport;1082
arboga airport;722
arcachon-la teste-de-buch airport;1246
arcata airport;4079
arctic village airport;5070
ardabil airport;4561
ardmore airport;1936
ardmore municipal airport;3435
area de material airport;2337
arenal airport;5072
argyle airport;4826
aripuanã airport;6782
arkalyk north airport;5346
arkansas international airport;3307
arlington municipal airport;5756,6763
armidale airport;3817
armilla air base;1187
armstrong airport;190
arnold palmer regional airport;4400
arnsberg-menden airport;364
arorae island airport;5631
arrachart airport;901
arroyo barril airport;1699
arthur's town airport;4486
artigas international airport;6805
arturo michelena international airport;2721
arua airport;4364
arusha airport;1144
arutua airport;1914
arvaikheer airport;4959
arviat airport;50
arvidsjaur airport;717
arvika airport;687
arxan yi'ershi airport;6695
arzanah airport;2095
asaba international airport;6559
asahikawa airport;2198,7036
asaloyeh airport;2034
aschaffenburg airport;6851
asheboro regional airport;6602
asheville regional airport;3767
ashgabat airport;2815
ashiya airport;2201
asmara international airport;3734
asosa airport;1091
aspen-pitkin co/sardy field;5253
assab international airport;3733
assiut international airport;4346
assumption island airport;5581
astana international airport;2759
astoria regional airport;5313
astrakhan airport;2807
asturias airport;1181
astypalaia airport;3928
aswan international airport;1106
atahualpa airport;2538
ataq airport;3744
atar international airport;1069
atatürk international airport;1653
atbara airport;4355
athen helenikon airport;3755
athens ben epps airport;4369
atherton airport;6638
atikokan municipal airport;74
atka airport;5378
atlanta south regional airport/tara field;6362
atlantic city international airport;3308
atlas brasil cantanhede airport;2402
atqasuk edward burnell sr memorial airport;5056
atsugi naval air facility;2247
attawapiskat airport;4156
attopeu airport;6812
atyrau airport;4055
aubenas-ardèche méridional airport;1274
aubigny-sur-nère airport;1265
auburn lewiston municipal airport;6169
auburn opelika robert g. pitts airport;6486
auch-lamothe airport;1259
auckland international airport;1934
augsburg airport;371
augusta municipal airport;6741
augusta regional at bush field;3439
augusta state airport;3482
augusto c. sandino (managua) international airport;1803
auki airport;4085
aupaluk airport;4182
aurangabad airport;2834
aurillac airport;1306
aurora state airport;6974
aurukun airport;4827
austin bergstrom international airport;3454
austin executive airport;6540
austin straubel international airport;3434
autun-bellevue airport;1355
auxerre-branches airport;1290
avalon airport;3124
aviador c. campos airport;2387
aviano air base;1492
avignon-caumont airport;1323
avon park executive airport;6111
avord (ba 702) air base;1328
awang airport;2287
awassa airport;5511
aweil airport;6022
axum airport;1083
ayaguz airport;7064
ayers rock connellan airport;3770
aykhal airport;5555
ağrı airport;4449
babanakira airport;4088
babelthuap airport;2158
babice airport;655
babo airport;3057
babruisk air base;7089
bacacheri airport;2398
bachigualato federal international airport;1734
baco airport;4331
bacolod-silay city international airport;2303
bacău airport;1602
bad dürkheim airport;5898
bad neuenahr-ahrweiler airport;5897
badajoz airport;1185
badr air base;2046
badu island airport;4829
bafoussam airport;880
bagabag airport;2301
bagan airport;3017
bagdarin airport;6639
bagdogra airport;2876
baghdad international airport;3877
bagnoles-de-l'orne-couterne airport;1220
bagram air base;5276
bahawalpur airport;4565
bahia - jorge amado airport;2437
bahir dar airport;1084
bahrain international airport;1985
bahías de huatulco international airport;1728
baie comeau airport;27
baillif airport;4675
bairnsdale airport;6473
baita international airport;4935
bajhang airport;3925
bajura airport;6386
bakalalan airport;4809
bakel airport;1059
baker city municipal airport;6934
baker lake airport;29
bakki airport;4028
balakovo airport;4759
balchik air base;6992
baldwin county airport;6008
balkhash airport;2758
ballalae airport;4086
ballarat airport;6041
ballera airport;5344
ballina byron gateway airport;4002
balmaceda airport;2505
balranald airport;7125
balti international airport;1678
baltimore/washington international thurgood marshall airport;3624
balzers heliport;6087
balıkesir körfez airport;4452
balıkesir merkez airport;1654
bam airport;4554
bamenda airport;881
bamiyan airport;6269
ban huoeisay airport;4769
banak airport;644
bananera airport;1708
bancasi airport;3938
bandar abbas international airport;2056
bandar lengeh airport;2036
bandaranaike international colombo airport;2862
bandundu airport;999
bandırma airport;1655
banff airport;6756
bangoka international airport;1006
bangor international airport;3247
bangui m'poko international airport;866
banja luka international airport;4444
banjul international airport;1025
banmaw airport;4787
banning municipal airport;6757
bannu airport;4564
bantry aerodrome;6203
baotou airport;4936
bar yehuda airfield;1556
baraboo wisconsin dells airport;6124
baracoa airport;2590
baranavichi air base;7088
barau(kalimaru) airport;4800
barberton airport;6207
barcaldine airport;4828
barcelona international airport;1184
barcelos airport;5502
bardufoss airport;632
bari karol wojtyła airport;1459
barinas airport;2676
bario airport;4811
barisal airport;4768
barkarby airport;683
barking sands airport;3563
barkley regional airport;3868
barksdale air force base;3619
barnaul airport;2798
barnes municipal airport;5987
barnstable municipal boardman polando field;3994
barquisimeto international airport;2678
barra airport;4248
barra del colorado airport;4475
barra do garças airport;2403
barreiras airport;5485
barrie-orillia (lake simcoe regional airport);6427
barriles airport;7046
barrow county airport;6003
barrow island airport;5607
barrow walney island airport;512
barstow daggett airport;6944
barter island lrrs airport;3196
barth airport;326
bartica a airport;6519
bartolomeu lisandro airport;2412
bartow municipal airport;5647
baruun urt airport;7162
barysiai airport;3723
basa air base;2294
basango mboliasa airport;4316
basankusu airport;4317
basco airport;4621
base aérea airport;6325
base aérea de santos airport;2484
base de aviação de taubaté airport;7045
basrah international airport;2138
bassatine airport;1043
bassel al-assad international airport;2142
bastak airport;2033
bastia-poretta airport;1283
bata airport;868
batagay airport;5472
batajnica air base;7009
bateen airport;2091
bathpalathang airport;6826
bathurst airport;4212,4839
bathurst island airport;5610
batken airport;5745
batman airport;1674
batna airport;4226
baton rouge metropolitan, ryan field;7174
battambang airport;4763
batticaloa airport;2864
batu licin airport;3683
batumi international airport;3737
baudette international airport;3443
bauerfield international airport;1925
bauru - arealva airport;5957
bauru airport;2401
bautzen airport;315
bay city municipal airport;6744
bayankhongor airport;4961
bayannur tianjitai airport;6167
baykit airport;5557
bayreuth airport;383
beale air force base;3419
bearskin lake airport;4145
beaufort county airport;3547
beaumont municipal airport;6412
beaune-challanges airport;1270
beauregard regional airport;3564
beauvechain air base;298
beaver airport;5334
beaver county airport;6249
beaver creek airport;6888
beccles airport;6330
bedford county airport;6107
bedourie airport;4833
bedwell harbour seaplane base;6514
beech factory airport;6256
beersheba (teyman) airport;1547
begishevo airport;5234
begumpet airport;2962
beica airport;4332
beihai airport;4941
beihan airport;3747
beijing capital international airport;3154
beijing nanyuan airport;4931
beira airport;950
beirut rafic hariri international airport;2088
beja international airport;1574
bekily airport;6221
belaga airport;4805
belaya air base;5213
belaya gora airport;7068
belbek airport;5768
belfast international airport;462
belgaum airport;2838
belgorod international airport;4748
belgrade nikola tesla airport;1683
bella coola airport;5078
bellary airport;2955
bellingham international airport;3555
belo sur tsiribihina airport;4284
beloyarskiy airport;6075
belém/brigadeiro protásio de oliveira airport;2441
bembridge airport;5728
bemidji regional airport;3999
ben gurion international airport;1546
ben schoeman airport;781
ben slimane airport;1045
ben ya'akov airport;1554
benalla airport;7124
benazir bhutto international airport;2129
benbecula airport;533
bend municipal airport;5906
bendigo airport;5196
benešov airport;5809
bengbu airport;7163
benguela airport;923
beni airport;6797
beni mellal airport;6555
beni suef air base;6926
benin airport;260
benina international airport;1123
benito salas airport;2594
benjamin rivera noriega airport;5144
benson airstrip;5800
berbera airport;1094
berbérati airport;867
berdyansk airport;6649
berens river airport;5268
berezniki airport;6829
berezovo airport;5011
bergen airport flesland;628
bergerac-roumanière airport;1228
beringin airport;6580
berkley structures heliport;5025
berlevåg airport;4049
berlin-schönefeld international airport;334
berlin-tegel international airport;348
berlin-tempelhof international airport;340
bermejo airport;2617
bermuda dunes airport;5657
bern belp airport;1629
bert mooney airport;3782
beru airport;5633
besalampy airport;909
besançon-la vèze airport;1359
beslan airport;4721
bessemer airport;6488
bethel airport;3380
bethlehem airport;776
betoambari airport;6587
bettles airport;3201
beverley airport;6202
beverly municipal airport;6180
bezymyanka airfield;7109
bhadrapur airport;4771
bhagatanwala airport;2107
bharatpur airport;4770
bhavnagar airport;2841
bhiwani airport;2918
bhojpur airport;3911
bhuj airport;2837
biarritz-anglet-bayonne airport;1243
biała podlaska airfield;6905
biberach a.d. riß airport;372
bicycle lake army air field;3219
biel-kappelen airport;5238
bielefeld airport;366
biella-cerrione airport;6999
bielsko biala airport;5046
bienenfarm airport;5041
big mountain airport;3215
big timber airport;5698
big trout lake airport;4205
biggs army air field (fort bliss);3376
bijie feixiong airport;6353
biju patnaik airport;2878
bilaspur airport;2836
bilbao airport;1183
bildudalur airport;5540
bill & hillary clinton national airport/adams field;3441
billings logan international airport;3781
billund airport;601
billy bishop toronto city centre airport;143
binaka airport;3074
bintulu airport;3060
bir moghrein airport;1071
biratnagar airport;2952
birchwood airport;5948
bird island airport;5527
birdsville airport;4830
birjand airport;2062
birmingham international airport;466
birmingham-shuttlesworth international airport;3589
birrfeld airport;5256
birsa munda airport;2896
bisbee douglas international airport;3258
bisha airport;1990
bisho airport;774
bishop international airport;3840
biskra airport;233
bislig airport;7041
bismarck municipal airport;3834
bitam airport;942
bitburg airport;6288
biysk airport;5558
björkvik air base;6912
black hills airport-clyde ice field;5730
black point airstrip;6518
black rock airport;3554
black tickle airport;5941
blackall airport;3951
blackbushe airport;502
blackpool international airport;510
blackwater airport;4840
blida airport;206
block island state airport;5933
blois-le breuil airport;6996
bloyer field;6172
blue grass airport;3777
blue river airport;6864
bluefields airport;1800
blumenau airport;5921
blythe airport;3882
bo airport;4323
bob baker memorial airport;5364
bob hope airport;3425
bob quinn lake airport;6096
bob sikes airport;3336
bobo dioulasso airport;245
boca raton airport;3608
bocas del toro international airport;1805
bodaybo airport;6318
bodø airport;627
boeing field king county international airport;3505
boende airport;6798
bogashevo airport;4007
boigu airport;4836
boire field;5993
boise air terminal/gowen field;3279
bojnord airport;4556
bokaro airport;2877
bokondini airport;4796
bokpyinn airport;5223
bol airport;3903
bolivar airport;2378
bologna guglielmo marconi airport;1495
bolshoye savino airport;2812
bolzano airport;1493
bom jesus da lapa airport;2450
boma airport;4312
bonaventure airport;5113
bonito airport;5961
bonnyville airport;5422
bonriki international airport;1896
boone county airport;3245
bora bora airport;1918
borba airport;5500
bordeaux-mérignac airport;1227
bordj badji mokhtar airport;4228
borg el arab international airport;3195
borisoglebskoye airport;7105
borj el amri airport;290
borkenberge airport;5871
borkum airport;403
borlange airport;725
bornholm airport;611
borongan airport;5603
borovaya airfield;5146
borroloola airport;6674
boryspil international airport;2783
bosaso airport;4341
boscobel aerodrome;1720
bost airport;6239
botucatu - tancredo de almeida neves airport;6324
bou chekif airport;223
bou saada airport;207
bou sfer airport;224
bouaké airport;252
bouarfa airport;6418
boufarik airport;211
bougouni airport;5810
boulder municipal airport;6283
boulia airport;4838
boundary bay airport;5426
bourg-ceyzériat airport;1277
bourges airport;1293
bourke airport;4834
bournemouth airport;490
bowerman airport;3992
bowling green warren county regional airport;5758
bowman field;3381
brackett field;6253
bradford regional airport;4375
bradley international airport;3602
bradshaw army airfield;3565
braga municipal aerodrome;1575
bragança airport;1573
brainerd lakes regional airport;5226
brakpan airport;773
bram fischer international airport;775
brampton airport;5740
brampton island airport;6363
branch county memorial airport;6162
brandon municipal airport;31
brandywine airport;6438
brantford municipal airport;6052
bratsk airport;2780
braunschweig wolfsburg airport;396
bremen airport;350
bremerhaven airport;399
bremerton national airport;5020
bremgarten airport;6287
brenham municipal airport;6542
brescia airport;1501
brest airport;5191
brest bretagne airport;1365
breves airport;5482
brevig mission airport;5368
brewarrina airport;7126
brewster field;6722
brienne-le-château airport;1268
brig. lysias augusto rodrigues airport;2409
brigadeiro cabral airport;6647
brigadeiro camarão airport;2500
brigadeiro lysias rodrigues airport;3948
brigadier antonio parodi airport;2361
brigadier d.h.e. ruiz airport;2374
brigadier mayor d cesar raul ojeda airport;2342
brigham city airport;5251
brilon/hochsauerlandkreis airport;5881
brindisi – salento airport;1464
brisbane archerfield airport;3110
brisbane international airport;3113
brisbane west wellcamp airport;6572
bristol airport;486
bristol filton airport;548
brno-tuřany airport;1544
brochet airport;5417
broken hill airport;4831
bromont (roland desourdy) airport;6329
brookneal/campbell county airport;6550
brooks field;6137
broome international airport;4026
brough airport;507
brown county airport;5176
brown field municipal airport;5668
brownsville south padre island international airport;3517
brumowski  air base;5695
brunei international airport;3070
brunswick county airport;6636
brunswick executive airport;6959
brunswick golden isles airport;4378
brus laguna airport;5112
brussels airport;300
brussels south charleroi airport;302
bryansk airport;2822
bryant army heliport;3206
bryce canyon airport;5764
bråvalla air base;670
brønnøysund airport;626
bu attifel airport;1119
buariki airport;5629
bubaque airport;6620
bubovice airport;6441
bubung airport;3054
buchanan field;5780
bucholz army air field;2153
buckeye municipal airport;5821
buckland airport;5363
buckley air force base;3348
budapest ferenc liszt international airport;1450
budel airport;576
budiarto airport;3670
buenos aires airport;1812
buffalo narrows airport;156
buffalo niagara international airport;3597
buffalo range airport;978
bugulma airport;4752
bugungu airport;5531
buguruslan severny airport;7108
bujumbura international airport;1092
buka airport;4099
bukavu kavumu airport;1010
bukhara airport;2819
bukoba airport;4358
bulgan airport;5601
buluh tumbang (h a s hanandjoeddin) airport;3678
bumbar airport;6792
bumi airport;6416
bunbury airport;6622
bundaberg airport;3952
bungle bungle airport;5168
bungoma airport;6209
bunia airport;1008
buochs airport;6151
buon ma thuot airport;4778
bura east airport;6210
burao airport;4344
burg airport;5894
burg feuerstein airport;384
burgas airport;1158
burgos airport;5096
buri ram airport;3880
burke lakefront airport;6130
burketown airport;4835
burley municipal airport;6938
burlington alamance regional airport;5765
burlington executive;5722
burlington international airport;3491
burlington municipal airport;6126
burnet municipal kate craddock field;5150
burns municipal airport;5908
bursa airport;6468
bursa yenişehir airport;5123
burwash airport;43
bushehr airport;2032
busia airport;6211
busselton regional airport;6369
buta zega airport;1009
butaritari atoll airport;5635
butler co regional airport - hogan field;6208
butterworth airport;3090
buttonville municipal airport;82
butts aaf (fort carson) air field;3287
bydgoszcz ignacy jan paderewski airport;4260
bykovo airport;4058
båtsfjord airport;629
béchar boudghene ben ali lotfi airport;4227
béziers-vias airport;1322
bømoen airport;625
büchel air base;763
bückeburg air base;736
băneasa international airport;1604
caballococha airport;4664
cabinda airport;924
cable airport;6623
cabo f.a.a. h. r. bordón airport;5399
cabo frio airport;5478
cabo rojo airport;1701
cabo san lucas international airport;5431
cabo velas airport;4476
cachimbo airport;2405
cacique aramare airport;2706
cacoal airport;6523
cadete fap guillermo del castillo paredes airport;2662
cadjehoun airport;243
caen-carpiquet airport;1374
caernarfon airport;6189
cagayan de oro airport;2288
cagliari elmas airport;1477
cahors-lalbenque airport;1244
cahul international airport;7007
caicara del orinoco airport;2680
cairns aaf (fort rucker) air field;6964
cairns international airport;3115
cairo international airport;1098
cairo west airport;1099
cakung airport;3104
calabozo airport;2682
calais-dunkerque airport;1217
calbayog airport;4625
caldera airport;6332
calexico international airport;3489
calgary / springbank airport;5837
calgary international airport;177
calicut international airport;2959
calvi-sainte-catherine airport;1284
calvinia airport;779
cam ranh airport;4780
camaguey-campo cuatro milpas airport;5430
camarillo airport;6833
cambrai-épinoy (ba 103) air base;1357
cambridge airport;540
cambridge bay airport;32
camden airport;3147
cameri air base mil;1488
camiguin airport;4615
camilo daza international airport;2574
camilo ponce enriquez airport;4647
camp bastion airport;5770
camp okavango airport;5681
campbell aaf (fort campbell) air field;3303
campbell river airport;30
campbeltown airport;4236
campo de marte airport;2460
campo délio jardim de mattos airport;2389
campo fontenelle airport;2503
campo grande airport;2407
can tho international airport;4782
canaima airport;2683
canarana airport;6790
canberra international airport;3145
cancún international airport;1792
canefield airport;2728
cangapara airport;6795
canmore municipal heliport;6717
cannes-mandelieu airport;1311
cannon air force base;3611
canoas air force base;2411
canouan airport;2754
canton island airport;2145
canyonlands field;5303
cap fap david abenzur rengifo international airport;2639
cap haitien international airport;1832
cap manuel niño international airport;1806
cap skirring airport;1055
cape canaveral afs skid strip;6981
cape dorset airport;139
cape girardeau regional airport;4381
cape lisburne lrrs airport;3197
cape may county airport;3519
cape newenham lrrs airport;3211
cape palmas airport;5523
cape romanzof lrrs airport;3208
cape town international airport;778
capital city airport;3325,5990,6168
capitan corbeta ca curbelo international airport;5115
capitan d daniel vazquez airport;2370
capitan fap carlos martinez de pinillos international airport;2660
capitan fap jose a quinones gonzales international airport;2643
capitan fap pedro canga rodriguez airport;2653
capitan fuentes martinez airport airport;2515
capitan montes airport;2666
capitan nicolas rojas airport;2623
capitan oriel lea plaza airport;2627
capitan v a almonacid airport;2333
capitán aníbal arab airport;2620
capitán av. german quiroga g. airport;4661
capitán av. salvador ogaya g. airport;2624
capitán av. selin zeitun lopez airport;4659
capitán de av. emilio beltrán airport;4657
capitán fap guillermo concha iberico international airport;2665
capitán fap leonardo alvariño herr airport;2659
capitán fap renán elías olivera international airport;2661
capitán manuel ríos airbase;2689
captain auguste george airport;6703
captain ramon xatruch airport;4473
captain rogelio castillo national airport;4466
capurganá airport;5953
carajás airport;5587
caransebeş airport;1607
carauari airport;5964
caravelas airport;2415
carbon county regional/buck davis field;5622
carcassonne airport;1314
cardiff international airport;484
caribou municipal airport;3262
carl r keller field;5718
carlisle airport;508
carlos manuel de cespedes airport;1836
carlos miguel gimenez airport;2565
carlos rovirosa pérez international airport;1793
carnarvon airport;4841
carora airport;2684
carpentras airport;1327
carrasco international /general c l berisso airport;2670
carriel sur airport;2519
cartersville airport;5998
cartwright airport;4160
caruaru airport;5675
casa de campo international airport;1702
casa grande municipal airport;5819
casale monferrato airport;7001
cascais airport;1577
cascavel airport;2404
casement air base;596
casper-natrona county international airport;3647
cassagnes-bégonhès airport;1281
cassidy international airport;2154
castellón-costa azahar airport;6994
castle airport;3464
castlegar/west kootenay regional airport;34
castres-mazamet airport;1248
cat bi international airport;4779
cat lake airport;4152
catalina airport;5270
catamarca airport;2330
catania-fontanarossa airport;1467
cataratas del iguazú international airport;2346
cataratas international airport;2423
catarman national airport;4626
catumbela airport;4297
cauayan airport;5074
caucaya airport;4652
causey airport;6516
cavern city air terminal;3378
cayenne-rochambeau airport;2633
cayo coco airport;4483
cazaux (ba 120) air base;1226
caçador airport;5963
cañal bajo carlos - hott siebert airport;2521
cecil airport;5565
cedar city regional airport;3601
ceduna airport;4846
celle airport;737
celle-arloh airport;5876
cengiz topel airport;1663
centennial airport;3956
central airport;5335
central bolívar airport;6496
central illinois regional airport at bloomington-normal;3794
central nebraska regional airport;4393
central wisconsin airport;3802
centre-piedmont-cherokee county regional airport;5999
centro de lançamento de alcântara airport;5588
cerklje airport;1524
cerro largo international airport;6803
cerro moreno airport;2514
cervia air base;1494
cesar lim rodriguez airport;6077
cesar torke podesta airport;2642
cessnock airport;5140
cewice military airport;6906
cfb bagotville;28
cfb cold lake;98
cfb greenwood;203
cfb trenton;141
cha eian airport;2996
chacalluta airport;2504
chacarita airport;1814
chachapoyas airport;2656
chachoán airport;2531
chadron municipal airport;5295
chafei amsei airport;7044
chaitén airport;2529
chakcharan airport;5570
chalgrove airport;501
chalkyitsik airport;5328
chalon-champforgeuil airport;1295
chambéry-challes-les-eaux airport;1294
chambéry-savoie airport;1291
chamical airport;2319
chamonate airport;4019
chan gurney municipal airport;6327
chandigarh airport;2919
chandler field;6930
chandler municipal airport;3543
changde airport;4942
changhai airport;6337
changi air base (east);7115
changsha huanghua international airport;3159
changzhi airport;4933
changzhou benniu airport;3860
chania international airport;1436
chanute martin johnson airport;6940
chaoyang airport;5110
chapais airport;4188
chapleau airport;83
chara airport;6387
charles b. wheeler downtown airport;4004
charles de gaulle international airport;1344
charles m. schulz sonoma county airport;5244
charles prince airport;977
charleston air force base-international airport;3584
charleston executive airport;6548
charleville airport;3116
charleville-mézières airport;1363
charlevoix airport;6877
charlevoix municipal airport;5922
charlo airport;36
charlotte amalie harbor seaplane base;5442
charlotte county airport;5286
charlotte douglas international airport;3651
charlottesville albemarle airport;3775
charlottetown airport;181
chatham islands-tuuta airport;1938
chaudhary charan singh international airport;2934
chautauqua county-dunkirk airport;6131
chautauqua county-jamestown airport;5288
chaybukha airport;7073
chañaral airport;7048
cheboksary airport;4754
cheddi jagan international airport;4013
chefornak airport;5229
chehalis centralia airport;6477
cheikh larbi tébessi airport;221
chek lap kok international airport;2910
chelkar airport;7065
chelyabinsk balandino airport;2809
chenega bay airport;5400
chengdu shuangliu international airport;3183
chennai international airport;2965
cheongju international airport;4611
cheraw municipal airport/lynch bellinger field;6552
cherbourg-maupertus airport;1366
cheremshanka airport;5713
cherepovets airport;4708
cherif al idrissi airport;1051
cherkasy international airport;5240
chernihiv shestovitsa airport;5189
chernivtsi international airport;4704
chernobayevka airport;5579
cherry capital airport;3783
